BH000001|lhhb|A|USED BOX HATCHING EGGS|BH|USED BOX HATCHING EGGS|W|KG|1.0|425.0|01-50220|O||
F0023-O|OFF|A|FILTER OLI YANMAR TS 230|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
F0023-P|OFF|A|FORM MEMO PUTIH|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0023-R2|OFF|A|FORM MEMO MERAH NCR R2  I|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0024|OFF|A|FORM DAILY POPULATION REP|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0024-CR|OFF|A|FORM DAILY CALLING RECORD|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0024-D|OFF|A|FORM DOC DELEVERY REPORT|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0024-DK|OFF|A|FORM DATA KARYAWAN|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0024-G|OFF|A|FORM DAILY GRADING REPORT|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0024-G1|OFF|A|FORM EGGS GRADING REPORT|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0024-G2|OFF|A|FORM EGGS GRADING REPORT|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0024-P|OFF|A|FORM DATA PENJUALAN HVS|OT1|OTHER|Q|RIM|1.0|40000.0|01-50101|O|0|
F0024-VR|OFF|A|FORM DAILY VISITING RECOR|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0025|OFF|A|FORM LEMBUR RUTIN|OT1|OTHER|Q|BL0K|1.0|0.0|01-50101|O|0|
F0025-L|OFF|A|FORM LAPORAN KUNJUNGAN DI|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0025-LA|OFF|A|FORM LABEL NAMA F HVS|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0025-LP|OFF|A|FORM LIST PERINCIAN PERJA|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0025-LS|OFF|A|FORM LAPORAN STOCK 1F HVS|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0025-RI|OFF|A|FORM LEMBUR RUTIN F HVS|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0026|OFF|A|FORM PERMOHONAN TDK MSK K|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
F0026-I|OFF|A|FORM IJIN MENINGGALKAN PE|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0026-R|OFF|A|FORM PERMOHONAN CUTI @ RI|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0027|OFF|A|FORING TF 75|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
F0027-C|OFF|A|FORING COMPRESOR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0027-FR|OFF|A|FORING + ORING 1110|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
F0028|OFF|A|FORM EXPENSES F HVS|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0028-EP|OFF|A|FORM ESTIMATE BY PRODUCTI|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0030|OFF|A|FORM TRAVELLING RECORD F|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0030-B|OFF|A|FORM TRAVELING RECORD / B|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0030-TT|OFF|A|FORM TTT 1/2F NCR R2|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0031|OFF|A|FORM SLIP PEMBAYARAN BBM|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0031-R|OFF|A|FORM SLIP PEMBAYARAN BBM|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
F0032|OFF|A|FORM FAKTUR|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
F0033|OFF|A|FORM INVOICE 1/2 NCR R5|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0033-LH|OFF|A|FORM INVOICE LHPF|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0033-M|OFF|A|FITTING MERCURY|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0033-TN|OFF|A|FORM INVOICE 1/2F R5 T. N|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0034|OFF|A|FORM PEMAKAIAN KENDARAAN|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0034-12|OFF|A|FUEL FILTER FS1212|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0034-20|OFF|A|FUEL FILTER WF 2073|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0034-22|OFF|A|FUEL FILTER IP 2299|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0034-7N|OFF|A|FUEL FILTER 7N 225|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0034-IR|OFF|A|FUEL FILTER IR 0750 CAT|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0034-LF|OFF|A|FUEL FILTER LF 3000|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0034-P2|OFF|A|FORM PETTY CASH 1/2F NCR|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
F0034-PC|OFF|A|FORM PETTY CASH F NCR R2|OT1|OTHER|Q|BLK|1.0|5000.0|01-50101|O|0|
F0035|OFF|A|FILTER SOLAR TF 300|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0035-R|OFF|A|FUEL RACOR 1000 FG|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
F0036|OFF|A|FILTER SOLAR PS 100|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0036-12|OFF|A|FSOK 1/2 INC PVC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0036-2|OFF|A|FSOK 2 INC PVC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0036-25|OFF|A|FSOK  2 1/2  DRAT LUAR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0037|OFF|A|FORM DAFTAR ABSENSI HARIA|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0037-AS|OFF|A|FORM AFTER SETTING HATCHI|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0037-B|OFF|A|FORM DAFTAR ABSENSI BULAN|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0037-H|OFF|A|FORM DAFTAR ABSENSI HARIA|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0037-I|OFF|A|FORM DAFTAR INVENTARIS|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0038|OFF|A|FORM AR 1/2 NCR R3|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0039|OFF|A|FORM SURAT JALAN NCR R4|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0039-5|OFF|A|FORM SURAT JALAN NCR R5|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0040|OFF|A|F SOK PVC 3/4|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0041|OFF|A|FLEKSIBEL SHFT 86|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0041-BP|OFF|A|FLEKSIBEL BP30|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0042-14|OFF|A|FSOK 1 1/4|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0043-TF|OFF|A|FORM TRANSFER FORM|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0043-TG|OFF|A|FORM TRANSFER GDG|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0043-TK|OFF|A|FORM TRANSFER KTR NCR R5|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0044-JB|OFF|A|FORM JOURNAL VOUCHER @ BL|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
F0044-JF|OFF|A|FORM JOURNAL VOUCHER|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0045-G|OFF|A|FILTER HOLDER PEMANAS GAS|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0046|OFF|A|FORM ORDER VAKSIN, OBAT|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0047|OFF|A|FORM BON/FAKTUR R2 NCR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0047-15|OFF|A|FORK  1.5 MM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0047-25|OFF|A|FORK 2.5 MM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0047-PB|OFF|A|FORM PEMBAYARAN BBM 1/2F|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0048|OFF|A|FUSE BUS MAN TR5 15A|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0048-60|OFF|A|FORKLIFT 60-7FD30 TOYOTA|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
F0049|OFF|A|FLEXIBEL COUPLING FCL160|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
F0050-A|OFF|A|FLIXIBEL AUTO BP30|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0050-S|OFF|A|FLEXIBEL SHAFT BP30|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0052|OFF|A|FUEL W SEPARATOR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0053-1|OFF|A|FOOT VALVE 1 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0053-25|OFF|A|FOOT VALVE 2 1/2 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0054-30|OFF|A|FIBER 30 X 30|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
F0055-F|OFF|A|FORM FLOCK GROWING SUMMAR|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
F0055-FG|OFF|A|FORM W .FLOCK GROWING|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0055-FP|OFF|A|FORM FARMER PERFORMANCA R|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
F0055-FW|OFF|A|FORM FARMER PERFORMANCE|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0055-P|OFF|A|FORM FLOCK PRODUCTION SUM|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
F0055-TS|OFF|A|FORM DATA KUNJUNGAN TS|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0056|OFF|A|FILING KABINET 4 LACI|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
F0057|OFF|A|FORM KONTROL KANDANG|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0058|OFF|A|FORM TABLE OF CONTANTS|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
F0059|OFF|A|FORM PIR NAME 1/4F|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
F0060-D|OFF|A|T T TAGIHAN DELI AREA 1/2|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
F0060-P|OFF|A|TT TAGIHAN PATUMBAK 1/2 N|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
F008-R4|OFF|A|FORM PO NCR R4|OT1|OTHER|Q|BLOK|1.0|0.0|01-50101|O|0|
G0001|OFF|A|GUNTING|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G00013-6|OFF|A|GRENDEL PINTU 6 INC|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
G0001-B|OFF|A|GUNTING BEDAH|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0001-L|OFF|A|GUNTING LIPAT KECIL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0001-P6|OFF|A|GUNTING PLAT 6 MM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0002|OFF|A|GULA AREN|OT1|OTHER|Q|KG|1.0|0.0|01-50101|O|0|
G00022-B|OFF|A|GERGAJI BESI COMPLIT|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
G0003|OFF|A|GAYUNG AIR|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
G0003-G|OFF|A|GAGANG GERGAJI|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
G0003-S|OFF|A|GAGANG SOK 1/2"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0004|OFF|A|GALON MANUAL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0004-1|OFF|A|GALON MANUAL 1 GALON|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
G0005|OFF|A|GEMBOR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0006|OFF|A|GANTUNGAN TABUNG PAKU|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0006-BP|OFF|A|GANTUNGAN BOTOL PEMBERAT|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
G0007|OFF|A|GELAS KACA|OT1|OTHER|Q|LSN|1.0|0.0|01-50101|O|0|
G0007-6|OFF|A|GELAS PANJANG @ 6 BH|OT1|OTHER|Q|KTK|1.0|0.0|01-50101|O|0|
G0007-BH|OFF|A|GELAS PANJANG|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0007-P|OFF|A|GELAS PANJANG|OT1|OTHER|Q|LUSI|1.0|0.0|01-50101|O|0|
G0007-S|OFF|A|GELAS SOLAR|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
G0008|OFF|A|GRENDEL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0008-J2|OFF|A|GRENDEL JENDELA 2"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0008-P4|OFF|A|GRENDEL PINTU 4"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0008-PT|OFF|A|GRENDEL PINTU|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0009|OFF|A|GULING|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
G0010|OFF|A|GERGAJI BESI 12 INC|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
G0010-1|OFF|A|GERGAJI BESI|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0010-K|OFF|A|GERGAJI KAYU|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
G0010-S|OFF|A|GERGAJI BESI SANDFLEX|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0011|OFF|A|GEMBOK 50 MM|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
G0011-25|OFF|A|GEMBOK 25 MM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0011-30|OFF|A|GEMBOK 30 MM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0011-40|OFF|A|GEMBOK 40 MM|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
G0011-60|OFF|A|GEMBOK 60 MM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0012|OFF|A|GIGI NENAS SHINDAIWA 25|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
G0012-30|OFF|A|GIGI NENAS SHINDAIWA 30|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
G0013-12|OFF|A|GRENDEL 1 1/2"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0013-3|OFF|A|GRENDEL 3"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0013-4|OFF|A|GRENDEL 4"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0014|OFF|A|GRENDA TANGAN BOSH 4"|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
G0014-14|OFF|A|GRENDA POTONG 14 INC|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
G0015|OFF|A|GASOLEK MERK ABBISUN|GAS|GAS|Q|BH|1.0|0.0|01-50101|O|0|
G0016-A|OFF|A|GUN API|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0016-P|OFF|A|GUN COMPRESOR 45 CM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0016-P1|OFF|A|GUN KOMPRESOR PANJANG+NEP|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0016-P2|OFF|A|GUN KOMPRESOR PENDEK+NEPE|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0016-S|OFF|A|GUN SPRAYER|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0017-HD|OFF|A|GUN SPRAYER HEAVY DUTY|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0017-T|OFF|A|GAGANG ENGKOL GAS|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0018|OFF|A|GRANG SC45|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0019|OFF|A|GREASE RING SC 45|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0019-C|OFF|A|GREASE CAP SC 45|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0019-S|OFF|A|GREASE SEAL SC45|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0020|OFF|A|GULA PUTIH|OT1|OTHER|Q|KG|1.0|0.0|01-50101|O|0|
G0021|OFF|A|GRAND SC 45|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0021-P|OFF|A|GUN SPRAYER PANJANG|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0022|OFF|A|GIGI NENAS TANIKA|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
G0022-14|OFF|A|GERGAJI KAYU 14 X 25 X40T|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0022-16|OFF|A|GERGAJI KAYU BULAT 16 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0023|OFF|A|GASKET SOLO|GAS|GAS|Q|BH|1.0|0.0|01-50101|O|0|
G0023-K|OFF|A|GUN KUNINGAN|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0024|OFF|A|GENTENG MERAH|OT1|OTHER|Q|KP|1.0|0.0|01-50101|O|0|
G0024-30|OFF|A|GIGI TS 300 ORIGINAL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0025-1|OFF|A|GEMBOK LAM 2-3/8|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0025-2|OFF|A|GEMBOK COMBO PRO SPORT|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0025-3|OFF|A|GEMBOK 1-1/2|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0025-4|OFF|A|GEMBOK ARMOR STEEL 81MM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0025-5|OFF|A|GEMBOK CROWN|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0025-50|OFF|A|GEMBOK MASTER 50MM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
G0026|OFF|A|GASKET FULS FOG 78|GAS|GAS|Q|BH|1.0|0.0|01-50101|O|0|
G0027|OFF|A|GEAR OUT|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0001-60|OFF|A|HVS 60 GRAM QUATRO ( A4 )|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
H0001-70|OFF|A|HVS 70 GRAM QUATRO|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
H0001-80|OFF|A|HVS 80 GRAM QUATRO ( A4 )|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
H0002-60|OFF|A|HVS 60 GRAM FOLIO|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
H0002-70|OFF|A|HVS 70 GRAM FOLIO|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
H0002-80|OFF|A|HVS 80 GRAM ( FOLIO )|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
H0003|OFF|A|HEKTAR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0003-50|OFF|A|HEKTAR HD 50 MAX|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0003-HS|OFF|A|HEKTAR STANLEY BOSTICH|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0004|OFF|A|HANDUK|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0004-12|OFF|A|HANDUK KECIL @ 12 BH|OT1|OTHER|Q|LSN|1.0|0.0|01-50101|O|0|
H0004-K|OFF|A|HANDUK KECIL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0005|OFF|A|HANGER|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0006-60|OFF|A|HVS A4 60 GRAM|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
H0006-70|OFF|A|HVS A4 70 GRAM|OT1|OTHER|Q|RIM|1.0|24000.0|01-50101|O|0|
H0006-80|OFF|A|HVS A4 80 GRAM|OT1|OTHER|Q|RIM|1.0|0.0|01-50101|O|0|
H0007|OFF|A|HANDLE|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
H0007-12|OFF|A|HANDLE SAKLAR 125 A|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0007-30|OFF|A|HANDLE SAKLAR 30A 3P|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0007-63|OFF|A|HANDLE SAKLAR 63A 3P|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0007-HP|OFF|A|HP NOKIA 5110|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
H0007-S|OFF|A|HANDLE SAKLAR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0008|OFF|A|HEAVY DUTY|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0009|OFF|A|HAND TAP 8 X1.25|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0010-10|OFF|A|HP NOKIA 3310 SECOND|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
H0010-15|OFF|A|HP NOKIA 3315|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
H0010-33|OFF|A|HP NOKIA 3330 SECOND|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
H0011-A|OFF|A|HAMPERS FOOD A 150 PLASTI|OT1|OTHER|Q|BOX|1.0|0.0|01-50101|O|0|
H0011-AA|OFF|A|HAMPERS FOOD AA 250 CARTO|OT1|OTHER|Q|BOX|1.0|0.0|01-50101|O|0|
H0012|OFF|A|HIDRAULIC GEAR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
H0013|OFF|A|HAND LOVER SOLO|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
I000|OFF|A|IURAN PAGER|OT1|OTHER|Q|BLN|1.0|0.0|01-50101|O|0|
MSHDS500|lhhb|A|DAIMETON SODIUM 500 GR|MD1|DRUG|W|BKS|1.0|399300.0|01-50101|O|Y|
I0001-02|OFF|A|ISOLASI BAN KULIT 2"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
I0001-H|OFF|A|ISOLASI BAN HITAM (LINER|OT1|OTHER|Q|ROL|1.0|0.0|01-50101|O|0|
I0001-U|OFF|A|ISOLASI BAN UNIBEL|OT1|OTHER|Q|SLOT|1.0|0.0|01-50101|O|0|
I0001-US|OFF|A|ISOLASIBAN UNIBEL 0.18MM|OT1|OTHER|Q|ROLL|1.0|0.0|01-50101|O|0|
I0002|OFF|A|ISI CUTTER|OT1|OTHER|Q|BOX|1.0|0.0|01-50101|O|0|
I0002-6|OFF|A|ISI RACUN API 6 KG|OT1|OTHER|Q|TBG|1.0|0.0|01-50101|O|0|
I0002-O|OFF|A|ISI OKSIGEN|OT1|OTHER|Q|TBG|1.0|0.0|01-50101|O|0|
I0003-C|OFF|A|INDOCAFE  30 BH 18GR|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
I0004-25|OFF|A|IMPELER DAB 250|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
I0004-37|OFF|A|IMPELER DAB 370|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
I0004-D|OFF|A|IMPELER POMPA DAB|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
I0005|OFF|A|IMPELER PUMP TF75|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
I0006-B|OFF|A|ISOLASIBAN BESAR 1/2 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
I0006-K|OFF|A|ISOLATIP MINI|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
J0001|OFF|A|JARUM GONI|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
J0002|OFF|A|JAM DINDING|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
J0003|OFF|A|JENDELA ATAS BAWAH 1X50 C|OT1|OTHER|Q|PSG|1.0|0.0|01-50101|O|0|
J0004|OFF|A|JOINT PIPE|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
J0005-JS|OFF|A|JEK+SELENOID VALVE 1 1/4"|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
J0005-P6|OFF|A|JUICE 630 ML @ 6 BTL P. P|OT1|OTHER|Q|BOX|1.0|0.0|01-50101|O|0|
J0006-18|OFF|A|JARI JARI 300 X 18|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
J0007|OFF|A|JOCK TELEPON|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
J0007-S|OFF|A|JAKET SECURITY|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
J0008|OFF|A|JARING HIJAU 2" ( 1X1)|OT1|OTHER|Q|KG|1.0|0.0|01-50101|O|0|
J0009|OFF|A|JARUM PELAMPUNG|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
J0010|OFF|A|JARUM MINYAK|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
J0011|OFF|A|JARUM GAS|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
K0001|OFF|A|KARTU ABSENSI|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
K0002-25|OFF|A|KAPORIT @ 25 KG|OT1|OTHER|Q|KG|1.0|0.0|01-50101|O|0|
K0003|OFF|A|KALKULATOR CITIZEN SDL 86|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
K0003-C|OFF|A|KALKULATOR CITIZEN KECIL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
K0003-SD|OFF|A|KALKULATOR CITIZEN SDC 86|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
